,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
6560,3.145562,80000000,660940780,Ice Age: The Meltdown,Ray Romano,Carlos Saldanha,91,Animation,Blue Sky Studios,1775,6.4,2006,Thursday,March,Spring
6561,3.098051,150000000,397850012,Mission: Impossible III,Tom Cruise,J.J. Abrams,126,Adventure,Paramount Pictures,1363,6.3,2006,Wednesday,May,Spring
6562,3.03143,35000000,326551094,The Devil Wears Prada,Meryl Streep,David Frankel,109,Comedy,Twentieth Century Fox Film Corporation,1773,7.0,2006,Friday,June,Summer
6563,2.81975,90000000,289847354,The Departed,Leonardo DiCaprio,Martin Scorsese,151,Drama,Vertigo Entertainment,2635,7.7,2006,Thursday,October,Fall
6564,2.606305,85000000,194168700,The Holiday,Cameron Diaz,Nancy Meyers,136,Comedy,Columbia Pictures,748,6.7,2006,Friday,December,Winter
6565,2.5820950000000003,40000000,109676311,The Prestige,Hugh Jackman,Christopher Nolan,130,Drama,Touchstone Pictures,2519,7.8,2006,Thursday,October,Fall
6568,2.1083689999999997,76000000,69959751,Children of Men,Clive Owen,Alfonso CuarÃ³n,109,Drama,Universal Pictures,1211,7.3,2006,Friday,September,Fall
6571,1.9307349999999999,18000000,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Sacha Baron Cohen,Larry Charles,82,Comedy,Twentieth Century Fox Film Corporation,979,6.4,2006,Thursday,November,Fall
6574,1.76935,52000000,204999686,The Break-Up,Vince Vaughn,Peyton Reed,106,Romance,Universal Pictures,520,5.5,2006,Thursday,June,Summer
6575,1.7472560000000001,45000000,184376254,Inside Man,Denzel Washington,Spike Lee,129,Crime,Imagine Entertainment,990,7.2,2006,Thursday,March,Spring
6577,1.6128,50000000,132180323,Perfume: The Story of a Murderer,Ben Whishaw,Tom Tykwer,147,Crime,Davis-Films,647,7.0,2006,Wednesday,September,Fall
6584,1.4983520000000001,50000000,97607453,Silent Hill,Radha Mitchell,Christophe Gans,125,Horror,Silent Hill DCP Inc.,580,6.3,2006,Friday,April,Spring
6586,1.432839,35000000,15304890,The Fountain,Hugh Jackman,Darren Aronofsky,96,Drama,Regency Enterprises,371,6.7,2006,Wednesday,September,Fall
6588,1.409773,24000000,155721132,Rocky Balboa,Sylvester Stallone,Sylvester Stallone,102,Drama,Columbia Pictures,455,6.4,2006,Wednesday,December,Winter
6590,1.390297,149000000,64459316,Flushed Away,Hugh Jackman,David Bowers|Sam Fell,85,Adventure,Aardman Animations,488,6.0,2006,Sunday,October,Fall
6591,1.363623,80000000,37384046,The Wild,Kiefer Sutherland,Steve 'Spaz' Williams,94,Family,Walt Disney Pictures,137,5.2,2006,Monday,March,Spring
6593,1.2962719999999999,100000000,249288105,Eragon,Ed Speleers,Stefen Fangmeier,104,Fantasy,Ingenious Film Partners,536,4.8,2006,Thursday,December,Winter
6594,1.259442,40000000,114830111,The Lake House,Keanu Reeves,Alejandro Agresti,99,Romance,Village Roadshow Pictures,389,6.3,2006,Friday,June,Summer
6600,1.211868,50000000,55181129,The Ant Bully,Julia Roberts,John A. Davis,88,Fantasy,Warner Bros. Pictures,228,5.5,2006,Thursday,July,Summer
6601,1.2083899999999999,15000000,69623713,The Hills Have Eyes,Aaron Stanford,Alexandre Aja,107,Horror,Dune Entertainment,359,6.0,2006,Friday,March,Spring
6604,1.18228,85000000,59908565,The Good Shepherd,Matt Damon,Robert De Niro,167,Drama,Universal Pictures,174,5.9,2006,Monday,December,Winter
6615,1.027989,17000000,57103895,Smokin' Aces,Ryan Reynolds,Joe Carnahan,109,Action,Universal Pictures,306,6.3,2006,Saturday,December,Winter
6624,0.928134,55000000,9450897,All the King's Men,Sean Penn,Steven Zaillian,125,Drama,Columbia Pictures Corporation,51,5.4,2006,Sunday,September,Fall
6629,0.9128709999999999,72500000,162966177,Talladega Nights: The Ballad of Ricky Bobby,Will Ferrell,Adam McKay,116,Comedy,Columbia Pictures,274,6.2,2006,Friday,August,Summer
6631,0.8909090000000001,55000000,307077295,The Pursuit of Happyness,Will Smith,Gabriele Muccino,117,Drama,Columbia Pictures Corporation,1392,7.5,2006,Thursday,December,Winter
6632,0.883222,40000000,60474340,Marie Antoinette,Kirsten Dunst,Sofia Coppola,123,Drama,American Zoetrope,363,6.5,2006,Wednesday,May,Spring
6633,0.8756299999999989,37665000,14655628,Freedomland,Samuel L. Jackson,Joe Roth,113,Drama,Scott Rudin Productions,44,5.3,2006,Friday,February,Winter
6640,0.840205,32000000,80197993,Nacho Libre,Jack Black,Jared Hess,92,Comedy,Paramount Pictures,214,5.5,2006,Friday,June,Summer
6643,0.826011,160000000,181674817,Poseidon,Kurt Russell,Wolfgang Petersen,99,Adventure,Virtual Studios,313,5.3,2006,Friday,May,Spring
6647,0.788266,16800000,2281089,Fur: An Imaginary Portrait of Diane Arbus,Nicole Kidman,Steven Shainberg,122,Drama,River Road Entertainment,33,6.3,2006,Wednesday,August,Summer
6648,0.780687,54000000,130431368,"You, Me and Dupree",Kate Hudson,Anthony Russo|Joe Russo,108,Comedy,Universal Pictures,242,5.3,2006,Friday,July,Summer
6649,0.7785890000000001,8000000,100523181,Little Miss Sunshine,Greg Kinnear,Jonathan Dayton|Valerie Faris,102,Comedy,Fox Searchlight Pictures,952,7.3,2006,Wednesday,July,Summer
6650,0.773044,64000000,101595121,Little Man,Marlon Wayans,Keenen Ivory Wayans,98,Comedy,Revolution Studios,143,5.6,2006,Thursday,August,Summer
6655,0.7277520000000001,25000000,119188334,The Omen,Liev Schreiber,John Moore,110,Drama,Twentieth Century Fox Film Corporation,154,5.2,2006,Tuesday,June,Summer
6656,0.723825,19000000,68673228,Letters from Iwo Jima,Ken Watanabe,Clint Eastwood,141,Action,DreamWorks SKG,292,6.9,2006,Tuesday,December,Winter
6658,0.7154510000000001,8500000,5480996,A Scanner Darkly,Keanu Reeves,Richard Linklater,100,Animation,Thousand Words,282,6.7,2006,Thursday,May,Spring
6660,0.713697,30000000,53653224,Stranger Than Fiction,Will Ferrell,Marc Forster,113,Comedy,Mandate Pictures,378,6.9,2006,Saturday,September,Fall
6671,0.685491,85000000,197309027,Open Season,Martin Lawrence,Roger Allers|Jill Culton|Anthony Stacchi,83,Adventure,Sony Pictures Animation,395,6.1,2006,Friday,September,Fall
6676,0.6477,70000000,154937680,Dreamgirls,Jamie Foxx,Bill Condon,134,Drama,Paramount Pictures,146,6.5,2006,Monday,December,Winter
6683,0.631574,17000000,374743,Southland Tales,Dwayne Johnson,Richard Kelly,144,Action,Universal Pictures,79,4.9,2006,Monday,May,Spring
6684,0.62873,85000000,158468292,The Fast and the Furious: Tokyo Drift,Lucas Black,Justin Lin,104,Action,Universal Pictures,1074,6.1,2006,Saturday,June,Summer
6687,0.614854,38000000,29907685,Pulse,Kristen Bell,Jim Sonzero,90,Horror,Dimension Films,71,5.1,2006,Friday,August,Summer
6689,0.609408,15000000,10903846,Black Snake Moan,Samuel L. Jackson,Craig Brewer,116,Drama,Paramount Classics,110,6.3,2006,Friday,December,Winter
6699,0.56593,50000000,61112916,The Shaggy Dog,Tim Allen,Brian Robbins,98,Comedy,Walt Disney Pictures,73,4.6,2006,Thursday,March,Spring
6714,0.514836,12000000,23006849,Aquamarine,Emma Roberts,Elizabeth Allen Rosenbaum,104,Fantasy,Fox 2000 Pictures,216,5.9,2006,Friday,March,Spring
6721,0.48989799999999994,4000000,31584901,Scoop,Scarlett Johansson,Woody Allen,96,Comedy,BBC Films,208,6.2,2006,Thursday,July,Summer
6725,0.467297,15000000,49469904,Notes on a Scandal,Judi Dench,Richard Eyre,92,Drama,Fox Searchlight Pictures,119,6.3,2006,Monday,December,Winter
6727,0.46186499999999997,994000,165000,Kidulthood,Aml Ameen,Menhaj Huda,89,Drama,Cipher Films,25,6.5,2006,Friday,March,Spring
6730,0.45121700000000003,15000000,123384128,The Queen,Helen Mirren,Stephen Frears,103,Drama,BIM Distribuzione,159,6.6,2006,Friday,September,Fall
6734,0.437529,32000000,5914908,The Good German,George Clooney,Steven Soderbergh,108,War,Warner Bros.,46,5.8,2006,Friday,December,Winter
6738,0.433874,15000000,9500000,Running Scared,Paul Walker,Wayne Kramer,122,Action,International Production Company,174,6.8,2006,Friday,January,Winter
6745,0.405681,25000000,16158487,Catch and Release,Jennifer Garner,Susannah Grant,111,Comedy,Columbia Pictures Corporation,58,6.0,2006,Friday,October,Fall
6746,0.405342,20000000,39143839,The Grudge 2,Sarah Michelle Gellar,Takashi Shimizu,102,Horror,Columbia Pictures Corporation,151,5.3,2006,Friday,October,Fall
6764,0.8771909999999989,22000000,13405595,Tenacious D in The Pick of Destiny,Jack Black,Liam Lynch,93,Comedy,Red Hour Films,206,6.2,2006,Wednesday,November,Fall
6781,0.33726799999999996,15000000,66966987,When a Stranger Calls,Camilla Belle,Simon West,87,Horror,Davis Entertainment,123,5.4,2006,Friday,February,Winter
6786,0.32090799999999997,11000000,46396427,Dhoom 2,Hrithik Roshan,Sanjay Gadhvi,147,Drama,Yash Raj Films,43,6.5,2006,Friday,November,Fall
6793,0.30727899999999997,8000000,426224,Fido,Billy Connolly,Andrew Currie,91,Romance,Lions Gate Films,61,6.7,2006,Thursday,September,Fall
6821,0.206454,100000,10178331,Facing the Giants,James Blackwell,Alex Kendrick,111,Drama,Destination Films,41,6.8,2006,Friday,September,Fall
6832,0.326984,4000000,13401952,The History Boys,Samuel Anderson,Nicholas Hytner,109,Comedy,DNA Films,27,5.6,2006,Monday,October,Fall
6838,0.251388,1000000,46243000,An Inconvenient Truth,Al Gore,Davis Guggenheim,100,Documentary,Lawrence Bender Productions,130,6.5,2006,Tuesday,January,Winter
6851,0.225633,2380000,8176544,This Is England,Thomas Turgoose,Shane Meadows,101,Drama,EM Media,187,7.1,2006,Tuesday,September,Fall
6861,0.20754,14500000,22963701,IndigÃ¨nes,Jamel Debbouze,Rachid Bouchareb,128,Drama,Tessalit Productions,52,6.7,2006,Thursday,May,Spring
6896,0.13304100000000002,8000000,18948425,Akeelah and the Bee,Keke Palmer,Doug Atchison,112,Drama,Lions Gate Films,46,6.6,2006,Friday,April,Spring
6965,3.863377,20000000,72258126,Eternal Sunshine of the Spotless Mind,Jim Carrey,Michel Gondry,108,Science Fiction,Anonymous Content,2012,7.8,2004,Friday,March,Spring
6966,3.4256279999999997,29000000,115603229,The Notebook,Rachel McAdams,Nick Cassavetes,123,Romance,New Line Cinema,1929,7.5,2004,Friday,June,Summer
6967,3.339406,92000000,631442092,The Incredibles,Craig T. Nelson,Brad Bird,115,Action,Walt Disney Pictures,3064,7.2,2004,Friday,November,Fall
6968,3.196643,75000000,288500217,The Bourne Supremacy,Matt Damon,Paul Greengrass,108,Action,Universal Pictures,1966,7.1,2004,Friday,July,Summer
6971,2.791375,120000000,347234916,"I, Robot",Will Smith,Alex Proyas,115,Action,Twentieth Century Fox Film Corporation,2339,6.6,2004,Thursday,July,Summer
6973,2.629934,17000000,129042871,Mean Girls,Lindsay Lohan,Mark Waters,97,Comedy,Paramount Pictures,1357,6.8,2004,Friday,April,Spring
6974,2.499507,160000000,300257475,Van Helsing,Hugh Jackman,Stephen Sommers,132,Horror,Universal Pictures,918,5.9,2004,Wednesday,May,Spring
6975,2.361367,66000000,99318987,Hellboy,Ron Perlman,Guillermo del Toro,122,Fantasy,Revolution Studios,1314,6.4,2004,Friday,April,Spring
6976,2.241935,165000000,305875730,The Polar Express,Tom Hanks,Robert Zemeckis,100,Animation,Castle Rock Entertainment,867,6.4,2004,Tuesday,November,Fall
6977,2.191033,150000000,919838758,Shrek 2,Mike Myers,Andrew Adamson|Kelly Asbury|Conrad Vernon,93,Adventure,DreamWorks SKG,1676,6.5,2004,Wednesday,May,Spring
6980,2.175284,110000000,362744280,Ocean's Twelve,George Clooney,Steven Soderbergh,125,Thriller,Village Roadshow Pictures,1376,6.4,2004,Thursday,December,Winter
6981,2.0419549999999997,80000000,516642939,Meet the Fockers,Ben Stiller,Jay Roach,115,Comedy,DreamWorks SKG,782,6.1,2004,Wednesday,December,Winter
6982,2.022895,125000000,544272402,The Day After Tomorrow,Dennis Quaid,Roland Emmerich,124,Action,Lions Gate Films,1422,6.1,2004,Wednesday,May,Spring
6986,1.792138,65000000,128905366,Blade: Trinity,Wesley Snipes,David S. Goyer,123,Science Fiction,New Line Cinema,800,5.7,2004,Wednesday,December,Winter
6988,1.6824919999999999,60000000,219417255,The Terminal,Tom Hanks,Steven Spielberg,128,Comedy,DreamWorks SKG,1131,7.0,2004,Thursday,June,Summer
6990,1.648554,30000000,216763646,Million Dollar Baby,Clint Eastwood,Clint Eastwood,132,Drama,Lakeshore Entertainment,1355,7.6,2004,Tuesday,December,Winter
6994,1.590381,70000000,57958696,Sky Captain and the World of Tomorrow,Jude Law,Kerry Conran,107,Mystery,Paramount Pictures,249,5.7,2004,Friday,September,Fall
6998,1.5397290000000001,6500000,98410061,Crash,Sandra Bullock,Paul Haggis,112,Drama,Blackfriars Bridge Films,675,7.1,2004,Friday,May,Spring
7005,1.408588,19000000,70067909,A Cinderella Story,Hilary Duff,Mark Rosman,95,Comedy,Gaylord Films,379,5.9,2004,Saturday,July,Summer
7006,1.3487040000000001,70000000,171183863,AVP: Alien vs. Predator,Sanaa Lathan,Paul W.S. Anderson,101,Adventure,Impact Pictures,696,5.5,2004,Thursday,August,Summer
7008,1.327137,12000000,9584131,Banlieue 13,David Belle,Pierre Morel,84,Action,Canal Plus,351,6.5,2004,Tuesday,November,Fall
7012,1.304553,200000000,783766341,Spider-Man 2,Tobey Maguire,Sam Raimi,127,Action,Laura Ziskin Productions,2735,6.4,2004,Friday,June,Summer
7015,1.2306700000000002,42000000,171963386,Along Came Polly,Ben Stiller,John Hamburg,90,Comedy,Universal Pictures,440,5.7,2004,Friday,January,Winter
7017,1.1316540000000002,33000000,54700105,The Punisher,Thomas Jane,Jonathan Hensleigh,124,Action,Lions Gate Films,402,6.0,2004,Thursday,April,Spring
7021,1.107167,28000000,102356381,Dawn of the Dead,Sarah Polley,Zack Snyder,101,Fantasy,New Amsterdam Entertainment,546,6.7,2004,Friday,March,Spring
7024,1.052176,105000000,115772733,The Chronicles of Riddick,Vin Diesel,David Twohy,119,Adventure,Universal Pictures,1118,6.2,2004,Friday,June,Summer
7028,0.9864440000000001,60000000,61347797,After the Sunset,Pierce Brosnan,Brett Ratner,97,Action,New Line Cinema,139,6.0,2004,Friday,November,Fall
7032,0.9397049999999999,2700000,15992615,Before Sunset,Ethan Hawke,Richard Linklater,80,Drama,Castle Rock Entertainment,418,7.5,2004,Tuesday,February,Winter
7034,0.935483,25000000,56422687,Cellular,Chris Evans,David R. Ellis,94,Action,New Line Cinema,322,6.0,2004,Monday,September,Fall
7041,0.87766,50000000,170128460,Shall We Dance?,Richard Gere,Peter Chelsom,107,Drama,Miramax Films,172,5.8,2004,Friday,October,Fall
7044,0.8563290000000001,7000,424760,Primer,Shane Carruth,Shane Carruth,79,Science Fiction,Thinkfilm,341,6.9,2004,Friday,October,Fall
7046,0.8379059999999989,110000000,103951461,Home on the Range,Randy Quaid,Will Finn|John Sanford,76,Western,Walt Disney Pictures,210,5.8,2004,Friday,April,Spring
7052,0.787185,17500000,38000000,Hotel Rwanda,Don Cheadle,Terry George,121,Drama,Lions Gate Films,456,7.2,2004,Saturday,September,Fall
7059,0.73712,32000000,50907422,Team America: World Police,Trey Parker,Trey Parker,98,Music,Paramount Pictures,391,6.5,2004,Monday,October,Fall
7065,0.7026319999999989,16000000,109502303,Sideways,Paul Giamatti,Alexander Payne,126,Comedy,Fox Searchlight Pictures,238,6.6,2004,Friday,October,Fall
7073,0.672946,30000000,611899420,The Passion of the Christ,Jim Caviezel,Mel Gibson,127,Drama,Icon Productions,457,6.8,2004,Wednesday,February,Winter
7075,0.648721,40000000,124731534,Ray,Jamie Foxx,Taylor Hackford,152,Drama,Universal Pictures,246,7.0,2004,Friday,October,Fall
7119,0.42915699999999996,30000000,61255921,Friday Night Lights,Billy Bob Thornton,Peter Berg,118,Drama,Universal Studios,87,7.2,2004,Friday,October,Fall
7129,0.405459,15000000,14867514,Raise Your Voice,Hilary Duff,Sean McNamara,103,Music,New Line Cinema,110,5.9,2004,Tuesday,August,Summer
7145,0.33355500000000005,27000000,21148829,Mindhunters,LL Cool J,Renny Harlin,106,Mystery,Avenue Pictures Productions,173,6.3,2004,Friday,May,Spring
7173,0.275919,26000000,28818995,Agent Cody Banks 2: Destination London,Frankie Muniz,Kevin Allen,100,Comedy,Splendid Pictures,80,5.3,2004,Friday,December,Winter
7192,0.225831,15000000,1914166,A Dirty Shame,Tracey Ullman,John Waters,89,Comedy,Fine Line Features,27,5.5,2004,Sunday,September,Fall
7225,0.154421,500000,603943,Mean Creek,Rory Culkin,Jacob Aaron Estes,90,Crime,Whitewater Films,33,7.3,2004,Thursday,January,Winter
7269,5.738034,6000000,245066411,The Godfather,Marlon Brando,Francis Ford Coppola,175,Drama,Paramount Pictures,3970,8.3,1972,Wednesday,March,Spring
7309,5.488441000000001,18000000,538400000,The Empire Strikes Back,Mark Hamill,Irvin Kershner,124,Adventure,Lucasfilm,3954,8.0,1980,Tuesday,January,Winter
7324,0.659181999999999,1000000,21378361,The Fog,Adrienne Barbeau,John Carpenter,89,Horror,AVCO Embassy Pictures,128,6.2,1980,Friday,February,Winter
7387,4.965391,300000000,961000000,Pirates of the Caribbean: At World's End,Johnny Depp,Gore Verbinski,169,Adventure,Walt Disney Pictures,2626,6.8,2007,Saturday,May,Spring
7388,4.8781620000000006,150000000,938212738,Harry Potter and the Order of the Phoenix,Daniel Radcliffe,David Yates,138,Adventure,Cool Music,3382,7.2,2007,Thursday,June,Summer
7389,2.764535,150000000,623722818,Ratatouille,Patton Oswalt,Brad Bird|Jan Pinkava,111,Animation,Walt Disney Pictures,2434,7.3,2007,Friday,June,Summer
7390,2.755051,70000000,442824138,The Bourne Ultimatum,Matt Damon,Paul Greengrass,115,Action,Universal Pictures,2051,7.2,2007,Friday,August,Summer
7392,2.692916,150000000,585349010,I Am Legend,Will Smith,Francis Lawrence,101,Drama,Village Roadshow Pictures,3013,6.8,2007,Friday,December,Winter
7393,2.523173,130000000,457363168,National Treasure: Book of Secrets,Nicolas Cage,Jon Turteltaub,124,Action,Jerry Bruckheimer Films,1121,6.0,2007,Thursday,December,Winter
7394,2.520912,258000000,890871626,Spider-Man 3,Tobey Maguire,Sam Raimi,139,Fantasy,Columbia Pictures,2083,5.8,2007,Tuesday,May,Spring
7395,2.510571,18000000,57096190,The Mist,Thomas Jane,Frank Darabont,126,Science Fiction,Darkwoods Productions,714,6.6,2007,Wednesday,November,Fall
7396,2.489611,70000000,135560026,Stardust,Claire Danes,Matthew Vaughn,127,Adventure,Paramount Pictures,684,7.0,2007,Thursday,August,Summer
7397,2.400727,25000000,25037897,Death Proof,Kurt Russell,Quentin Tarantino,113,Action,The Weinstein Company,720,6.7,2007,Monday,May,Spring
7400,2.1945259999999998,15000000,56255142,Into the Wild,Emile Hirsch,Sean Penn,148,Adventure,Paramount Vantage,1768,7.7,2007,Tuesday,September,Fall
7401,2.191408,65000000,422610419,300,Gerard Butler,Zack Snyder,117,Action,Virtual Studios,3428,7.0,2007,Wednesday,March,Spring
7402,2.148427,110000000,228738393,Ghost Rider,Nicolas Cage,Mark Steven Johnson,114,Thriller,Columbia Pictures Corporation,986,5.2,2007,Friday,February,Winter
7403,2.148164,7500000,231411584,Juno,Ellen Page,Jason Reitman,96,Comedy,Fox Searchlight Pictures,1329,6.9,2007,Wednesday,December,Winter
7404,2.089502,60000000,137587063,Bridge to Terabithia,Josh Hutcherson,GÃ¡bor CsupÃ³,96,Adventure,Walden Media,564,6.9,2007,Friday,February,Winter
7405,2.082325,61000000,95696996,Shooter,Mark Wahlberg,Antoine Fuqua,124,Action,Paramount Pictures,937,6.9,2007,Thursday,March,Spring
7409,1.946073,100000000,266465037,American Gangster,Denzel Washington,Ridley Scott,157,Drama,Imagine Entertainment,966,7.3,2007,Friday,November,Fall
7411,1.862295,160000000,798958165,Shrek the Third,Mike Myers,Chris Miller|Raman Hui,93,Fantasy,DreamWorks Animation,1277,5.8,2007,Thursday,May,Spring
7412,1.846602,50000000,152000000,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,Tim Burton,116,Drama,Warner Bros.,971,6.8,2007,Thursday,December,Winter
7413,1.7767130000000002,20000000,169860655,Superbad,Jonah Hill,Greg Mottola,113,Comedy,Columbia Pictures,1325,7.0,2007,Friday,August,Summer
7414,1.748315,60000000,361366633,Alvin and the Chipmunks,Jason Lee,Tim Hill,92,Comedy,Dune Entertainment,704,5.6,2007,Thursday,December,Winter
7415,1.713611,150000000,287594577,Bee Movie,Jerry Seinfeld,Steve Hickner|Simon J. Smith,91,Family,Pacific Data Images (PDI),723,5.6,2007,Sunday,October,Fall
7418,1.640237,30000000,219076518,Knocked Up,Seth Rogen,Judd Apatow,129,Comedy,Universal Pictures,746,6.0,2007,Friday,June,Summer
7419,1.591827,30000000,77566815,The Number 23,Jim Carrey,Joel Schumacher,101,Thriller,New Line Cinema,569,6.2,2007,Friday,February,Winter
7422,1.4886709999999999,85000000,340487652,Enchanted,Patrick Dempsey,Kevin Lima,107,Comedy,Walt Disney Pictures,726,6.6,2007,Tuesday,November,Fall
7425,1.41435,85000000,311312624,Ocean's Thirteen,George Clooney,Steven Soderbergh,122,Crime,Village Roadshow Pictures,1371,6.4,2007,Thursday,June,Summer
7427,1.3804319999999999,75000000,527068851,The Simpsons Movie,Dan Castellaneta,David Silverman,87,Animation,Gracie Films,1258,6.9,2007,Wednesday,July,Summer
7428,1.3747,75000000,119000410,Charlie Wilson's War,Tom Hanks,Mike Nichols,102,Comedy,Universal Pictures,187,6.3,2007,Wednesday,December,Winter
7430,1.352489,70000000,86658558,The Kingdom,Jamie Foxx,Peter Berg,110,Thriller,Universal Pictures,307,6.4,2007,Wednesday,August,Summer
7431,1.323511,40000000,41797066,Aliens vs Predator: Requiem,Steven Pasquale,Colin Strause|Greg Strause,94,Fantasy,Twentieth Century Fox Film Corporation,423,4.9,2007,Tuesday,December,Winter
7435,1.285301,30000000,75505973,30 Days of Night,Josh Hartnett,David Slade,113,Horror,Columbia Pictures,382,6.1,2007,Wednesday,October,Fall
7436,1.269498,180000000,372234864,The Golden Compass,Nicole Kidman,Chris Weitz,113,Adventure,New Line Cinema,740,5.7,2007,Tuesday,December,Winter
7437,1.254438,160000,20710513,Once,Glen Hansard,John Carney,85,Drama,Summit Entertainment,305,7.3,2007,Friday,March,Spring
7440,1.196636,70000000,69766619,The Brave One,Jodie Foster,Neil Jordan,122,Crime,Village Roadshow Pictures,115,6.3,2007,Friday,September,Fall
7441,1.180341,20000000,117760134,Disturbia,Shia LaBeouf,D.J. Caruso,105,Thriller,Paramount Pictures,549,6.6,2007,Thursday,April,Spring
7443,1.1503889999999999,55000000,70016220,3:10 to Yuma,Russell Crowe,James Mangold,122,Western,Tree Line Films,762,6.8,2007,Thursday,September,Fall
7444,1.145815,25000000,66122026,August Rush,Freddie Highmore,Kirsten Sheridan,114,Drama,Warner Bros.,495,6.9,2007,Wednesday,November,Fall
7447,1.120442,15000,193355800,Paranormal Activity,Katie Featherston,Oren Peli,86,Horror,Blumhouse Productions,714,6.1,2007,Friday,September,Fall
7448,1.109374,175000000,173000000,Evan Almighty,Steve Carell,Tom Shadyac,96,Fantasy,Columbia Pictures,683,5.2,2007,Saturday,June,Summer
7449,1.09781,85000000,186072214,I Now Pronounce You Chuck & Larry,Adam Sandler,Dennis Dugan,115,Comedy,Universal Pictures,368,5.9,2007,Thursday,July,Summer
7454,1.049862,10000000,139352633,Saw IV,Tobin Bell,Darren Lynn Bousman,93,Horror,Lions Gate Films,469,5.8,2007,Thursday,October,Fall
7457,1.019152,50000000,90450008,Hairspray,John Travolta,Adam Shankman,117,Comedy,New Line Cinema,395,6.4,2007,Friday,July,Summer
7460,0.993908,39000000,26820641,Shoot 'Em Up,Clive Owen,Michael Davis,86,Action,New Line Cinema,322,6.2,2007,Thursday,July,Summer
7461,0.992072,51500000,55112356,Eastern Promises,Naomi Watts,David Cronenberg,100,Thriller,BBC Films,423,7.0,2007,Friday,September,Fall
7462,0.969354,70000000,195735876,Beowulf,Ray Winstone,Robert Zemeckis,115,Animation,Paramount Pictures,505,5.4,2007,Monday,November,Fall
7463,0.9473530000000001,28000000,92601050,No Reservations,Catherine Zeta-Jones,Scott Hicks,104,Comedy,Village Roadshow Pictures,202,6.0,2007,Wednesday,July,Summer
7466,0.919967,85000000,149044513,Surf's Up,Shia LaBeouf,Ash Brannon|Chris Buck,85,Animation,Sony Pictures Animation,374,5.9,2007,Friday,June,Summer
7467,0.917818,25000000,94679598,1408,John Cusack,Mikael HÃ¥fstrÃ¶m,104,Horror,Dimension Films,746,6.4,2007,Thursday,July,Summer
7468,0.9155139999999999,24000000,99965753,Hitman,Timothy Olyphant,Xavier Gens,89,Action,Twentieth Century Fox Film Corporation,615,5.9,2007,Wednesday,November,Fall
7469,0.911592,22000000,147880543,The Game Plan,Dwayne Johnson,Andy Fickman,110,Comedy,Walt Disney Pictures,248,6.0,2007,Friday,September,Fall
7472,0.9060389999999999,10000000,33000000,Run Fatboy Run,Simon Pegg,David Schwimmer,100,Comedy,Entertainment Films,117,6.2,2007,Thursday,September,Fall
7474,0.8905569999999989,150000000,709709780,Transformers,Shia LaBeouf,Michael Bay,144,Adventure,Paramount Pictures,2752,6.6,2007,Wednesday,June,Summer
7475,0.881034,45000000,175372502,The Bucket List,Jack Nicholson,Rob Reiner,97,Comedy,Warner Bros.,679,6.9,2007,Tuesday,December,Winter
7482,0.811539,12000000,9620399,I Know Who Killed Me,Lindsay Lohan,Chris Sivertson,105,Crime,TriStar Pictures,44,3.8,2007,Friday,July,Summer
7483,0.809646,15000000,80253908,Halloween,Malcolm McDowell,Rob Zombie,109,Horror,Dimension Films,241,5.8,2007,Friday,August,Summer
7484,0.7944,16500000,37311672,Becoming Jane,Anne Hathaway,Julian Jarrold,120,Drama,Ecosse Films,175,6.9,2007,Friday,March,Spring
7486,0.773934,15000000,7938872,Funny Games,Naomi Watts,Michael Haneke,112,Horror,Halcyon Pictures,240,6.2,2007,Saturday,October,Fall
7496,0.680581,6000000,18197398,Daddy Day Camp,Cuba Gooding Jr.,Fred Savage,89,Comedy,Revolution Studios,51,4.8,2007,Wednesday,August,Summer
7502,0.665367,45000000,147717833,Resident Evil: Extinction,Milla Jovovich,Russell Mulcahy,94,Horror,Impact Pictures,789,6.0,2007,Thursday,September,Fall
7504,0.653746,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Brad Pitt,Andrew Dominik,160,Action,Plan B Entertainment,460,6.9,2007,Sunday,September,Fall
7505,0.6431020000000001,16000000,18928871,A Mighty Heart,Angelina Jolie,Michael Winterbottom,100,Drama,Plan B Entertainment,54,6.7,2007,Monday,January,Winter
7506,0.642207,9000000,46,Death at a Funeral,Matthew Macfadyen,Frank Oz,90,Comedy,Sidney Kimmel Entertainment,262,6.7,2007,Friday,February,Winter
7507,0.63935,40000000,62771059,The Reaping,Hilary Swank,Stephen Hopkins,99,Horror,Village Roadshow Pictures,100,5.4,2007,Thursday,April,Spring
7512,0.607023,60000000,95673607,Norbit,Eddie Murphy,Brian Robbins,101,Comedy,DreamWorks SKG,230,5.3,2007,Thursday,February,Winter
7514,0.59846,27500000,24748670,Rendition,Omar Metwally,Gavin Hood,120,Drama,Anonymous Content,104,5.7,2007,Friday,September,Fall
7521,0.578112,23000000,29541790,In the Valley of Elah,Tommy Lee Jones,Paul Haggis,124,History,Summit Entertainment,115,6.2,2007,Friday,August,Summer
